10000, 0.001396
20000, 0.002393
30000, 0.003191
40000, 0.004388
50000, 0.005784
60000, 0.00738
70000, 0.009175
80000, 0.011569
90000, 0.014561
100000, 0.017154
110000, 0.018949
120000, 0.020943
130000, 0.023137
140000, 0.02573
150000, 0.028323
160000, 0.031316
170000, 0.034308
180000, 0.038198
190000, 0.041589
200000, 0.04518
